FMTNAME,START,END,LABEL,MIN,MAX,DEFAULT,LENGTH,FUZZ,TYPE,HLO,DATATYPE
X1698F,3,3,3: Mostly with women,1,40,21,21,1E-12,N,,
X1698F,4,4,4: Both women and men,1,40,21,21,1E-12,N,,
X1698F,5,5,5: Mostly with men,1,40,21,21,1E-12,N,,
X1698F,6,6,6: Only with men,1,40,21,21,1E-12,N,,
X1699F,.,.Z,XSPECF5.,1,40,15,15,1E-12,N,F,
X1699F,LOW,0,XSPECF5.,1,40,15,15,1E-12,N,LF,
X1699F,1,1,1: Heterosexual,1,40,15,15,1E-12,N,,
X1699F,2,2,2: Gay,1,40,15,15,1E-12,N,,
X1699F,3,3,3: Bisexual,1,40,15,15,1E-12,N,,
X1699F,4,4,4: Asexual,1,40,15,15,1E-12,N,,
X1699F,5,5,5: Other,1,40,15,15,1E-12,N,,
X169F,.,.Z,XSPECF5.,1,40,26,26,1E-12,N,F,
X169F,LOW,0,XSPECF5.,1,40,26,26,1E-12,N,LF,
X169F,1,1,1: Very high,1,40,26,26,1E-12,N,,
X169F,2,2,2: High,1,40,26,26,1E-12,N,,
X169F,3,3,3: Moderate,1,40,26,26,1E-12,N,,
X169F,4,4,4: Low,1,40,26,26,1E-12,N,,
X169F,5,5,5: Very low or none at all,1,40,26,26,1E-12,N,,
X16F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X16F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X16F,1,1,1:  Less than 5 hours a night,1,40,32,32,1E-12,N,,
X16F,2,2,2:  Or more than 5 hours a night,1,40,32,32,1E-12,N,,
X1700F,.,.Z,XSPECF5.,1,40,10,10,1E-12,N,F,
X1700F,LOW,0,XSPECF5.,1,40,10,10,1E-12,N,LF,
X1700F,1,1,1: In-home,1,40,10,10,1E-12,N,,
X1700F,2,2,2: Other,1,40,10,10,1E-12,N,,
X1701F,.,.Z,XSPECF5.,1,40,12,12,1E-12,N,F,
X1701F,LOW,0,XSPECF5.,1,40,12,12,1E-12,N,LF,
X1701F,1,1,1: In-person,1,40,12,12,1E-12,N,,
X1701F,2,2,2: Telephone,1,40,12,12,1E-12,N,,
X1701F,3,3,3: Mixed,1,40,12,12,1E-12,N,,
X1702F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,F,
X1702F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,LF,
X1702F,1,1,1: Lbs,1,40,8,8,1E-12,N,,
X1702F,2,2,2: Kgs,1,40,8,8,1E-12,N,,
X1703F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,F,
X1703F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,LF,
X1703F,1,1,1: Left,1,40,8,8,1E-12,N,,
X1703F,2,2,2: Right,1,40,8,8,1E-12,N,,
X1704F,.,.Z,XSPECF5.,1,40,26,26,1E-12,N,F,
X1704F,LOW,0,XSPECF5.,1,40,26,26,1E-12,N,LF,
X1704F,1,1,1: Less than 1 hour,1,40,26,26,1E-12,N,,
X1704F,2,2,2: 1 but less than 2 hours,1,40,26,26,1E-12,N,,
X1704F,3,3,3: 2-4 hours,1,40,26,26,1E-12,N,,
X1704F,4,4,4: More than 4 hours,1,40,26,26,1E-12,N,,
X1705F,.,.Z,XSPECF5.,1,40,31,31,1E-12,N,F,
X1705F,LOW,0,XSPECF5.,1,40,31,31,1E-12,N,LF,
X1705F,1,1,1: Less than 3 months,1,40,31,31,1E-12,N,,
X1705F,2,2,"2: More than 3, but less than 6",1,40,31,31,1E-12,N,,
X1705F,3,3,"3: More than 6 months, but less",1,40,31,31,1E-12,N,,
X1705F,4,4,4: A year or longer,1,40,31,31,1E-12,N,,
X1706F,.,.Z,XSPECF5.,1,40,17,17,1E-12,N,F,
X1706F,LOW,0,XSPECF5.,1,40,17,17,1E-12,N,LF,
X1706F,1,1,1: Light Clothing,1,40,17,17,1E-12,N,,
X1706F,2,2,2: Undergarments,1,40,17,17,1E-12,N,,
X1707F,.,.Z,XSPECF5.,1,40,17,17,1E-12,N,F,
X1707F,LOW,0,XSPECF5.,1,40,17,17,1E-12,N,LF,
X1707F,1,1,1: Light clothing,1,40,17,17,1E-12,N,,
X1707F,2,2,2: Undergarments,1,40,17,17,1E-12,N,,
X1708F,.,.Z,XSPECF5.,1,40,19,19,1E-12,N,F,
X1708F,LOW,0,XSPECF5.,1,40,19,19,1E-12,N,LF,
X1708F,1,1,1: Mainly sitting,1,40,19,19,1E-12,N,,
X1708F,2,2,2: Sitting/standing,1,40,19,19,1E-12,N,,
X1708F,3,3,3: Walking < 50lb,1,40,19,19,1E-12,N,,
X1708F,4,4,4: Walking > 50lb,1,40,19,19,1E-12,N,,
X1709F,.,.Z,XSPECF5.,1,40,9,9,1E-12,N,F,
X1709F,LOW,0,XSPECF5.,1,40,9,9,1E-12,N,LF,
X1709F,1,1,1: Male,1,40,9,9,1E-12,N,,
X1709F,2,2,2: Female,1,40,9,9,1E-12,N,,
X170F,.,.Z,XSPECF5.,1,40,12,12,1E-12,N,F,
X170F,LOW,0,XSPECF5.,1,40,12,12,1E-12,N,LF,
X170F,1,1,1: Very low,1,40,12,12,1E-12,N,,
X170F,2,2,2: Low,1,40,12,12,1E-12,N,,
X170F,3,3,3: Moderate,1,40,12,12,1E-12,N,,
X170F,4,4,4: High,1,40,12,12,1E-12,N,,
X170F,5,5,5: Very high,1,40,12,12,1E-12,N,,
X1710F,.,.Z,XSPECF5.,1,40,31,31,1E-12,N,F,
X1710F,LOW,0,XSPECF5.,1,40,31,31,1E-12,N,LF,
X1710F,1,1,"1: Mexican, Mexican American or",1,40,31,31,1E-12,N,,
X1710F,2,2,2: Puerto Rican,1,40,31,31,1E-12,N,,
X1710F,3,3,3: Cuban,1,40,31,31,1E-12,N,,
X1710F,99,99,99: Other Hispanic/Latino,1,40,31,31,1E-12,N,,
X1711F,.,.Z,XSPECF5.,1,40,9,9,1E-12,N,F,
X1711F,LOW,0,XSPECF5.,1,40,9,9,1E-12,N,LF,
X1711F,1,1,1: Months,1,40,9,9,1E-12,N,,
X1711F,2,2,2: Years,1,40,9,9,1E-12,N,,
X1712F,.,.Z,XSPECF5.,1,40,16,16,1E-12,N,F,
X1712F,LOW,0,XSPECF5.,1,40,16,16,1E-12,N,LF,
X1712F,1,1,1: Never,1,40,16,16,1E-12,N,,
X1712F,2,2,2: Rarely,1,40,16,16,1E-12,N,,
X1712F,3,3,3: A few times,1,40,16,16,1E-12,N,,
X1712F,4,4,4: Fairly often,1,40,16,16,1E-12,N,,
X1712F,5,5,5: Usually,1,40,16,16,1E-12,N,,
X1712F,6,6,6: Almost always,1,40,16,16,1E-12,N,,
X1713F,.,.Z,XSPECF5.,1,40,15,15,1E-12,N,F,
X1713F,LOW,0,XSPECF5.,1,40,15,15,1E-12,N,LF,
X1713F,1,1,1: Never,1,40,15,15,1E-12,N,,
X1713F,2,2,2: Seldom,1,40,15,15,1E-12,N,,
X1713F,3,3,3: Occasionally,1,40,15,15,1E-12,N,,
X1713F,4,4,4: Often,1,40,15,15,1E-12,N,,
X1714F,.,.Z,XSPECF5.,1,40,25,25,1E-12,N,F,
X1714F,LOW,0,XSPECF5.,1,40,25,25,1E-12,N,LF,
X1714F,1,1,1: None of the time,1,40,25,25,1E-12,N,,
X1714F,2,2,2: A little of the time,1,40,25,25,1E-12,N,,
X1714F,3,3,3: Some of the time,1,40,25,25,1E-12,N,,
X1714F,4,4,4: A good bit of the time,1,40,25,25,1E-12,N,,
X1714F,5,5,5: Most of the time,1,40,25,25,1E-12,N,,
X1714F,6,6,6: All of the time,1,40,25,25,1E-12,N,,
X1715F,.,.Z,XSPECF5.,1,40,23,23,1E-12,N,F,
X1715F,LOW,0,XSPECF5.,1,40,23,23,1E-12,N,LF,
X1715F,1,1,1: None of the time,1,40,23,23,1E-12,N,,
X1715F,2,2,2: A little of the time,1,40,23,23,1E-12,N,,
X1715F,3,3,3: Some of the time,1,40,23,23,1E-12,N,,
X1715F,4,4,4: Most of the time,1,40,23,23,1E-12,N,,
X1715F,5,5,5: All of the time,1,40,23,23,1E-12,N,,
X1716F,.,.Z,XSPECF5.,1,40,14,14,1E-12,N,F,
X1716F,LOW,0,XSPECF5.,1,40,14,14,1E-12,N,LF,
X1716F,1,1,1: Not at all,1,40,14,14,1E-12,N,,
X1716F,2,2,2: Slightly,1,40,14,14,1E-12,N,,
X1716F,3,3,3: Moderatley,1,40,14,14,1E-12,N,,
X1716F,4,4,4: Quite a bit,1,40,14,14,1E-12,N,,
X1716F,5,5,5: Extremely,1,40,14,14,1E-12,N,,
X1717F,.,.Z,XSPECF5.,1,40,13,13,1E-12,N,F,
X1717F,LOW,0,XSPECF5.,1,40,13,13,1E-12,N,LF,
X1717F,1,1,1: Not at all,1,40,13,13,1E-12,N,,
X1717F,2,2,2: Some,1,40,13,13,1E-12,N,,
X1717F,3,3,3: A lot,1,40,13,13,1E-12,N,,
X1718F,.,.Z,XSPECF5.,1,40,22,22,1E-12,N,F,
X1718F,LOW,0,XSPECF5.,1,40,22,22,1E-12,N,LF,
X1718F,1,1,1: Not impotent,1,40,22,22,1E-12,N,,
X1718F,2,2,2: Minimally impotent,1,40,22,22,1E-12,N,,
X1718F,3,3,3: Moderately impotent,1,40,22,22,1E-12,N,,
X1718F,4,4,4: Completely impotent,1,40,22,22,1E-12,N,,
X1719F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,F,
X1719F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,LF,
X1719F,1,1,1: One,1,40,8,8,1E-12,N,,
X1719F,2,2,2: Two,1,40,8,8,1E-12,N,,
X171F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X171F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X171F,1,1,1: Very satisfied,1,40,32,32,1E-12,N,,
X171F,2,2,2:  Moderately satisfied,1,40,32,32,1E-12,N,,
X171F,3,3,3: About equally satisfied and d,1,40,32,32,1E-12,N,,
X171F,4,4,4: Moderately dissatisfied,1,40,32,32,1E-12,N,,
X171F,5,5,5: Very dissatisfied,1,40,32,32,1E-12,N,,
X1720F,.,.Z,XSPECF5.,1,40,14,14,1E-12,N,F,
X1720F,LOW,0,XSPECF5.,1,40,14,14,1E-12,N,LF,
X1720F,1,1,1: Pediatric,1,40,14,14,1E-12,N,,
X1720F,2,2,2: Adult,1,40,14,14,1E-12,N,,
X1720F,3,3,3: Large adult,1,40,14,14,1E-12,N,,
X1720F,4,4,4: Thigh,1,40,14,14,1E-12,N,,
X1721F,.,.Z,XSPECF5.,1,40,23,23,1E-12,N,F,
X1721F,LOW,0,XSPECF5.,1,40,23,23,1E-12,N,LF,
X1721F,1,1,1: Primary,1,40,23,23,1E-12,N,,
X1721F,2,2,2: Re-appointed primary,1,40,23,23,1E-12,N,,
X1722F,.,.Z,XSPECF5.,1,40,14,14,1E-12,N,F,
X1722F,LOW,0,XSPECF5.,1,40,14,14,1E-12,N,LF,
X1722F,1,1,1: Scheduled,1,40,14,14,1E-12,N,,
X1722F,2,2,2: On the spot,1,40,14,14,1E-12,N,,
X1723F,.,.Z,XSPECF5.,1,40,13,13,1E-12,N,F,
X1723F,LOW,0,XSPECF5.,1,40,13,13,1E-12,N,LF,
X1723F,1,1,1: Sitting,1,40,13,13,1E-12,N,,
X1723F,2,2,2: Lying down,1,40,13,13,1E-12,N,,
X1724F,.,.Z,XSPECF5.,1,40,28,28,1E-12,N,F,
X1724F,LOW,0,XSPECF5.,1,40,28,28,1E-12,N,LF,
X1724F,1,1,1: Stop,1,40,28,28,1E-12,N,,
X1724F,2,2,2: Slow down,1,40,28,28,1E-12,N,,
X1724F,3,3,3: Continue at the same pace,1,40,28,28,1E-12,N,,
X1725F,.,.Z,XSPECF5.,1,40,31,31,1E-12,N,F,
X1725F,LOW,0,XSPECF5.,1,40,31,31,1E-12,N,LF,
X1725F,1,1,1: Stop,1,40,31,31,1E-12,N,,
X1725F,2,2,2: Slow down,1,40,31,31,1E-12,N,,
X1725F,3,3,3: Or continue at the same pace,1,40,31,31,1E-12,N,,
X1726F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X1726F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X1726F,1,1,1: Subject's Death,1,40,32,32,1E-12,N,,
X1726F,2,2,2: Subject's Decision To Withdra,1,40,32,32,1E-12,N,,
X1726F,3,3,3: NERI Decision To Deactivate S,1,40,32,32,1E-12,N,,
X1726F,4,4,4: Family Refuses Access,1,40,32,32,1E-12,N,,
X1727F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X1727F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X1727F,1,1,1: Temporarily unavailable,1,40,32,32,1E-12,N,,
X1727F,2,2,2: Unavailable for 3 months or m,1,40,32,32,1E-12,N,,
X1727F,3,3,3: No longer a resident of this,1,40,32,32,1E-12,N,,
X1728F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X1728F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X1728F,1,1,1: Temporarily unavailable,1,40,32,32,1E-12,N,,
X1728F,2,2,2: Unavailable for 3 months or m,1,40,32,32,1E-12,N,,
X1728F,3,3,3: No longer a resident of this,1,40,32,32,1E-12,N,,
X1728F,99,99,99: Other,1,40,32,32,1E-12,N,,
X1729F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X1729F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X1729F,1,1,1: Today (After midnight last ni,1,40,32,32,1E-12,N,,
X1729F,2,2,2: Yesterday (Before midnight la,1,40,32,32,1E-12,N,,
X1729F,3,3,3: The day before yesterday,1,40,32,32,1E-12,N,,
X172F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X172F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X172F,1,1,1: Working for pay,1,40,32,32,1E-12,N,,
X172F,2,2,2: Unemployed/looking for work,1,40,32,32,1E-12,N,,
X172F,3,3,"3: Temporarily laid off, sick/ot",1,40,32,32,1E-12,N,,
X172F,4,4,4: Disabled,1,40,32,32,1E-12,N,,
X172F,5,5,5: Retired,1,40,32,32,1E-12,N,,
X172F,6,6,6: Homemaker,1,40,32,32,1E-12,N,,
X172F,7,7,7: Full time student,1,40,32,32,1E-12,N,,
X172F,99,99,99: Other,1,40,32,32,1E-12,N,,
X1730F,.,.Z,XSPECF5.,1,40,27,27,1E-12,N,F,
X1730F,LOW,0,XSPECF5.,1,40,27,27,1E-12,N,LF,
X1730F,1,1,1: Today,1,40,27,27,1E-12,N,,
X1730F,2,2,2: Yesterday,1,40,27,27,1E-12,N,,
X1730F,3,3,3: The day before yesterday,1,40,27,27,1E-12,N,,
X1731F,.,.Z,XSPECF5.,1,40,12,12,1E-12,N,F,
X1731F,LOW,0,XSPECF5.,1,40,12,12,1E-12,N,LF,
X1731F,1,1,1: Vaginal,1,40,12,12,1E-12,N,,
X1731F,2,2,2: C-section,1,40,12,12,1E-12,N,,
X1731F,3,3,3: Both,1,40,12,12,1E-12,N,,
X1732F,.,.Z,XSPECF5.,1,40,28,28,1E-12,N,F,
X1732F,LOW,0,XSPECF5.,1,40,28,28,1E-12,N,LF,
X1732F,1,1,1: Very high confidence,1,40,28,28,1E-12,N,,
X1732F,2,2,2: High confidence,1,40,28,28,1E-12,N,,
X1732F,3,3,3: Moderate confidence,1,40,28,28,1E-12,N,,
X1732F,4,4,4: Low confidence,1,40,28,28,1E-12,N,,
X1732F,5,5,5: Very low or no confidence,1,40,28,28,1E-12,N,,
X1733F,.,.Z,XSPECF5.,1,40,26,26,1E-12,N,F,
X1733F,LOW,0,XSPECF5.,1,40,26,26,1E-12,N,LF,
X1733F,1,1,1: Very high,1,40,26,26,1E-12,N,,
X1733F,2,2,2: High,1,40,26,26,1E-12,N,,
X1733F,3,3,3: Moderate,1,40,26,26,1E-12,N,,
X1733F,4,4,4: Low,1,40,26,26,1E-12,N,,
X1733F,5,5,5: Very low or none at all,1,40,26,26,1E-12,N,,
X1734F,.,.Z,XSPECF5.,1,40,12,12,1E-12,N,F,
X1734F,LOW,0,XSPECF5.,1,40,12,12,1E-12,N,LF,
X1734F,1,1,1: Very low,1,40,12,12,1E-12,N,,
X1734F,2,2,2: Low,1,40,12,12,1E-12,N,,
X1734F,3,3,3: Moderate,1,40,12,12,1E-12,N,,
X1734F,4,4,4: High,1,40,12,12,1E-12,N,,
X1734F,5,5,5: Very high,1,40,12,12,1E-12,N,,
X1735F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X1735F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X1735F,1,1,1: Very satisfied,1,40,32,32,1E-12,N,,
X1735F,2,2,2:  Moderately satisfied,1,40,32,32,1E-12,N,,
X1735F,3,3,3: About equally satisfied and d,1,40,32,32,1E-12,N,,
X1735F,4,4,4: Moderately dissatisfied,1,40,32,32,1E-12,N,,
X1735F,5,5,5: Very dissatisfied,1,40,32,32,1E-12,N,,
X1736F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X1736F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X1736F,1,1,1: Working for pay,1,40,32,32,1E-12,N,,
X1736F,2,2,2: Unemployed/looking for work,1,40,32,32,1E-12,N,,
X1736F,3,3,"3: Temporarily laid off, sick/ot",1,40,32,32,1E-12,N,,
X1736F,4,4,4: Disabled,1,40,32,32,1E-12,N,,
X1736F,5,5,5: Retired,1,40,32,32,1E-12,N,,
X1736F,6,6,6: Homemaker,1,40,32,32,1E-12,N,,
X1736F,7,7,7: Full time student,1,40,32,32,1E-12,N,,
X1736F,99,99,99: Other,1,40,32,32,1E-12,N,,
X1737F,.,.Z,XSPECF5.,1,40,15,15,1E-12,N,F,
X1737F,LOW,0,XSPECF5.,1,40,15,15,1E-12,N,LF,
X1737F,1,1,"1: Yes, current",1,40,15,15,1E-12,N,,
X1737F,2,2,"2: Yes, past",1,40,15,15,1E-12,N,,
X1737F,3,3,3: No,1,40,15,15,1E-12,N,,
X1738F,.,.Z,XSPECF5.,1,40,25,25,1E-12,N,F,
X1738F,LOW,0,XSPECF5.,1,40,25,25,1E-12,N,LF,
X1738F,1,1,"1: Yes, limited a lot",1,40,25,25,1E-12,N,,
X1738F,2,2,"2: Yes, limited a little",1,40,25,25,1E-12,N,,
X1738F,3,3,"3: No, not limited at all",1,40,25,25,1E-12,N,,
X1739F,.,.Z,XSPECF5.,1,40,15,15,1E-12,N,F,
X1739F,LOW,0,XSPECF5.,1,40,15,15,1E-12,N,LF,
X1739F,1,1,"1: Yes, past",1,40,15,15,1E-12,N,,
X1739F,2,2,"2: Yes, current",1,40,15,15,1E-12,N,,
X1739F,3,3,3: No,1,40,15,15,1E-12,N,,
X173F,.,.Z,XSPECF5.,1,40,15,15,1E-12,N,F,
X173F,LOW,0,XSPECF5.,1,40,15,15,1E-12,N,LF,
X173F,1,1,"1: Yes, current",1,40,15,15,1E-12,N,,
X173F,2,2,"2: Yes, past",1,40,15,15,1E-12,N,,
X173F,3,3,3: No,1,40,15,15,1E-12,N,,
X1740F,.,.Z,XSPECF5.,1,40,31,31,1E-12,N,F,
X1740F,LOW,0,XSPECF5.,1,40,31,31,1E-12,N,LF,
X1740F,1,1,"1: Yes, shortly before a period",1,40,31,31,1E-12,N,,
X1740F,2,2,"2: Yes, shortfly after a period",1,40,31,31,1E-12,N,,
X1740F,3,3,"3: Yes, at mid-cycle",1,40,31,31,1E-12,N,,
X1740F,4,4,"4: Yes, during a period",1,40,31,31,1E-12,N,,
X1740F,5,5,"5: Or not, not at the same time",1,40,31,31,1E-12,N,,
X1741F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,F,
X1741F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,LF,
X1741F,1,1,1: Yes,1,40,8,8,1E-12,N,,
X1741F,2,2,2: No,1,40,8,8,1E-12,N,,
X1742F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,SF,
X1742F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,SLF,
X1742F,-8,-8,-8: DK,1,40,8,8,1E-12,N,S,
X1742F,1,1,1: Yes,1,40,8,8,1E-12,N,S,
X1742F,2,2,2: No,1,40,8,8,1E-12,N,S,
X1743F,.,.Z,XSPECF5.,1,40,15,15,1E-12,N,F,
X1743F,LOW,0,XSPECF5.,1,40,15,15,1E-12,N,LF,
X1743F,1,1,1: Yes,1,40,15,15,1E-12,N,,
X1743F,2,2,2: No,1,40,15,15,1E-12,N,,
X1743F,3,3,3: Wrong number,1,40,15,15,1E-12,N,,
X1744F,.,.Z,XSPECF5.,1,40,16,16,1E-12,N,F,
X1744F,LOW,0,XSPECF5.,1,40,16,16,1E-12,N,LF,
X1744F,1,1,1: Your employer,1,40,16,16,1E-12,N,,
X1744F,2,2,2: Medicaid,1,40,16,16,1E-12,N,,
X1744F,3,3,3: Medicare,1,40,16,16,1E-12,N,,
X1744F,4,4,4: Yourself,1,40,16,16,1E-12,N,,
X1747F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,F,
X1747F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,LF,
X1748F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,F,
X1748F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,LF,
X1749F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,SF,
X1749F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,SLF,
X1749F,0,0,0: Did not attempt vaginal penet,1,40,32,32,1E-12,N,S,
X1749F,1,1,1: Almost always or always,1,40,32,32,1E-12,N,S,
X1749F,2,2,2: Most times,1,40,32,32,1E-12,N,S,
X1749F,3,3,3: Sometimes,1,40,32,32,1E-12,N,S,
X1749F,4,4,4: A few times,1,40,32,32,1E-12,N,S,
X1749F,5,5,5: Almost never or never,1,40,32,32,1E-12,N,S,
X174F,.,.Z,XSPECF5.,1,40,25,25,1E-12,N,F,
X174F,LOW,0,XSPECF5.,1,40,25,25,1E-12,N,LF,
X174F,1,1,"1: Yes, limited a lot",1,40,25,25,1E-12,N,,
X174F,2,2,"2: Yes, limited a little",1,40,25,25,1E-12,N,,
X174F,3,3,"3: No, not limited at all",1,40,25,25,1E-12,N,,
X1750F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,SF,
X1750F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,SLF,
X1750F,0,0,0: Did not attempt vaginal penet,1,40,32,32,1E-12,N,S,
X1750F,1,1,1: Very high,1,40,32,32,1E-12,N,S,
X1750F,2,2,2: Most times,1,40,32,32,1E-12,N,S,
X1750F,3,3,3: Sometimes,1,40,32,32,1E-12,N,S,
X1750F,4,4,4: A few times,1,40,32,32,1E-12,N,S,
X1750F,5,5,5: Almost never or never,1,40,32,32,1E-12,N,S,
X1751F,.,.Z,XSPECF5.,1,40,12,12,1E-12,N,SF,
X1751F,LOW,0,XSPECF5.,1,40,12,12,1E-12,N,SLF,
X1751F,0,0,0: Never,1,40,12,12,1E-12,N,S,
X1751F,1,1,1: Seldom,1,40,12,12,1E-12,N,S,
X1751F,2,2,2: Sometimes,1,40,12,12,1E-12,N,S,
X1751F,3,3,3: Often,1,40,12,12,1E-12,N,S,
X1752F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,SF,
X1752F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,SLF,
X1752F,0,0,0: Not currently experiencing pe,1,40,32,32,1E-12,N,S,
X1752F,1,1,1: 1 -2,1,40,32,32,1E-12,N,S,
X1752F,2,2,2:  3 - 5,1,40,32,32,1E-12,N,S,
X1752F,3,3,3:  6 - 10,1,40,32,32,1E-12,N,S,
X1752F,4,4,4:  More than 10,1,40,32,32,1E-12,N,S,
X1753F,.,.Z,XSPECF5.,1,40,26,26,1E-12,N,F,
X1753F,LOW,0,XSPECF5.,1,40,26,26,1E-12,N,LF,
X1753F,1,1,1:  1 shot (1.5oz),1,40,26,26,1E-12,N,,
X1753F,2,2,2:  2-3 shots,1,40,26,26,1E-12,N,,
X1753F,3,3,3:  4-6 shots or a 1/2pint,1,40,26,26,1E-12,N,,
X1753F,4,4,4:  7-11 shots or a pint,1,40,26,26,1E-12,N,,
X1753F,5,5,5:  2 pints (32oz) or more,1,40,26,26,1E-12,N,,
X1754F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X1754F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X1754F,1,1,1:  1-2 12oz serving(s),1,40,32,32,1E-12,N,,
X1754F,2,2,2:  3-5 12oz servings,1,40,32,32,1E-12,N,,
X1754F,3,3,3:  1-2 six packs (12oz bottles/,1,40,32,32,1E-12,N,,
X1754F,4,4,4:  2-3 six packs (12oz bottles/,1,40,32,32,1E-12,N,,
X1754F,5,5,5:  3+ six packs (12oz bottles/c,1,40,32,32,1E-12,N,,
X1755F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X1755F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X1755F,1,1,1:  1-2 glasses (5oz),1,40,32,32,1E-12,N,,
X1755F,2,2,2:  1/2 carafe (12.5oz),1,40,32,32,1E-12,N,,
X1755F,3,3,3:  1 bottle,1,40,32,32,1E-12,N,,
X1755F,4,4,4:  2-4 bottles,1,40,32,32,1E-12,N,,
X1755F,5,5,5:  5 or more bottles of wine or,1,40,32,32,1E-12,N,,
X1756F,.,.Z,XSPECF5.,1,40,23,23,1E-12,N,F,
X1756F,LOW,0,XSPECF5.,1,40,23,23,1E-12,N,LF,
X1756F,1,1,1:  35 hrs or more/wk,1,40,23,23,1E-12,N,,
X1756F,2,2,2:  Less than 35 hrs/wk,1,40,23,23,1E-12,N,,
X1757F,.,.Z,XSPECF5.,1,40,15,15,1E-12,N,F,
X1757F,LOW,0,XSPECF5.,1,40,15,15,1E-12,N,LF,
X1757F,1,1,1:  <3 months,1,40,15,15,1E-12,N,,
X1757F,2,2,2:  3-6 months,1,40,15,15,1E-12,N,,
X1757F,3,3,3:  7-12 months,1,40,15,15,1E-12,N,,
X1757F,4,4,4:  1-5 years,1,40,15,15,1E-12,N,,
X1757F,5,5,5:  6+ years,1,40,15,15,1E-12,N,,
X1758F,.,.Z,XSPECF5.,1,40,26,26,1E-12,N,F,
X1758F,LOW,0,XSPECF5.,1,40,26,26,1E-12,N,LF,
X1758F,1,1,1:  Drops or a little more,1,40,26,26,1E-12,N,,
X1758F,2,2,2:  Small splashes,1,40,26,26,1E-12,N,,
X1758F,3,3,3:  Or more,1,40,26,26,1E-12,N,,
X1759F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X1759F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X1759F,1,1,1:  English,1,40,32,32,1E-12,N,,
X1759F,2,2,2:  English + Spanish simultaneo,1,40,32,32,1E-12,N,,
X1759F,3,3,3:  Spanish,1,40,32,32,1E-12,N,,
X1759F,99,99,99:  Or something else,1,40,32,32,1E-12,N,,
X175F,.,.Z,XSPECF5.,1,40,15,15,1E-12,N,F,
X175F,LOW,0,XSPECF5.,1,40,15,15,1E-12,N,LF,
X175F,1,1,"1: Yes, past",1,40,15,15,1E-12,N,,
X175F,2,2,"2: Yes, current",1,40,15,15,1E-12,N,,
X175F,3,3,3: No,1,40,15,15,1E-12,N,,
X1760F,.,.Z,XSPECF5.,1,40,30,30,1E-12,N,F,
X1760F,LOW,0,XSPECF5.,1,40,30,30,1E-12,N,LF,
X1760F,1,1,1:  Every day,1,40,30,30,1E-12,N,,
X1760F,2,2,2:  5-6 days a week,1,40,30,30,1E-12,N,,
